loan,hh,village,religion,roof,rooms,beds,electricity,ownership,leader
0,62174,62,hindu,stone,2,2,1,OWNED,0
0,62175,62,hindu,stone,4,2,1,OWNED,0
0,62176,62,hindu,stone,2,0,1,OWNED,0
0,62177,62,hindu,stone,3,0,1,OWNED,0
0,62178,62,hindu,rcc,3,0,1,OWNED,0
0,62179,62,hindu,stone,2,0,1,OWNED,0
0,62180,62,hindu,rcc,3,0,1,OWNED,0
0,62181,62,hindu,tile,3,0,1,OWNED,0
0,62182,62,hindu,sheet,3,0,1,OWNED,0
0,62183,62,hindu,stone,3,1,1,OWNED,0
0,62184,62,hindu,stone,2,1,1,OWNED,0
0,62185,62,hindu,stone,1,0,1,OWNED,0
0,62186,62,hindu,rcc,4,2,1,OWNED,0
0,62187,62,hindu,sheet,4,2,1,OWNED,1
0,62188,62,hindu,sheet,1,0,1,SHARE_OWNED,0
0,62189,62,hindu,rcc,6,8,1,OWNED,0
0,62190,62,hindu,stone,2,2,1,OWNED,0
0,65001,65,hindu,sheet,3,1,1,OWNED,0
0,65002,65,hindu,tile,3,1,1,OWNED,0
0,65003,65,hindu,sheet,3,1,1,OWNED,0
0,65004,65,hindu,tile,2,2,1,OWNED,0
0,65005,65,hindu,tile,3,0,1,OWNED,0
0,65006,65,hindu,tile,3,1,1,OWNED,0
0,65007,65,hindu,tile,2,1,1,OWNED,0
0,65008,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65009,65,hindu,thatch,2,0,1,OWNED,0
0,65010,65,hindu,sheet,4,2,1,OWNED,0
0,65011,65,hindu,sheet,3,1,1,OWNED,0
0,65012,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65013,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65014,65,hindu,stone,4,3,1,OWNED,1
1,65015,65,hindu,stone,1,0,1,OWNED,0
0,65016,65,hindu,tile,6,0,1,OWNED,0
0,65017,65,hindu,tile,4,2,1,OWNED,0
0,65018,65,hindu,sheet,3,2,1,OWNED,0
1,65019,65,hindu,tile,3,1,1,OWNED,0
0,65020,65,hindu,thatch,2,0,1,OWNED,0
0,65021,65,hindu,tile,5,2,1,OWNED,0
0,65022,65,hindu,sheet,4,0,0,OWNED,1
1,65023,65,hindu,tile,2,0,1,GOVERNMENT,0
0,65024,65,hindu,tile,2,1,1,OWNED,0
1,65025,65,hindu,tile,5,1,1,OWNED,1
0,65026,65,hindu,tile,2,1,0,OWNED,0
1,65027,65,hindu,tile,3,1,1,GOVERNMENT,0
0,65028,65,hindu,tile,2,3,1,OWNED,0
1,65029,65,hindu,tile,3,3,1,OWNED,0
1,65030,65,hindu,sheet,3,0,1,GOVERNMENT,0
0,65031,65,hindu,tile,2,2,1,OWNED,0
0,65032,65,hindu,sheet,2,0,1,OWNED,0
0,65033,65,hindu,sheet,2,0,1,OWNED,0
0,65034,65,hindu,tile,2,0,1,OWNED,1
0,65035,65,hindu,tile,1,0,0,OWNED,0
0,65036,65,hindu,tile,2,0,0,OWNED,0
0,65037,65,hindu,tile,2,1,1,GOVERNMENT,0
0,65038,65,hindu,tile,4,2,1,OWNED,0
0,65039,65,hindu,tile,2,1,1,OWNED,0
1,65040,65,hindu,tile,4,1,1,OWNED,0
1,65041,65,hindu,tile,2,0,1,OWNED,0
0,65042,65,hindu,tile,2,0,1,OWNED,0
1,65043,65,hindu,tile,3,0,1,GOVERNMENT,0
0,65044,65,hindu,tile,2,0,1,RENTED,0
1,65045,65,hindu,tile,3,0,1,OWNED,0
0,65046,65,hindu,tile,2,0,1,OWNED,0
0,65047,65,hindu,tile,2,1,1,GOVERNMENT,0
1,65048,65,hindu,tile,4,1,1,OWNED,0
0,65049,65,hindu,rcc,6,2,1,OWNED,0
0,65050,65,hindu,tile,3,1,1,OWNED,0
0,65051,65,hindu,tile,2,2,1,OWNED,0
0,65052,65,hindu,tile,3,0,1,OWNED,0
0,65053,65,hindu,tile,2,0,1,OWNED,0
0,65054,65,hindu,tile,3,1,1,OWNED,0
0,65055,65,hindu,tile,5,1,1,OWNED,0
0,65056,65,hindu,tile,2,1,0,GOVERNMENT,0
0,65057,65,hindu,tile,2,0,1,GOVERNMENT,0
0,65058,65,hindu,tile,1,0,1,GOVERNMENT,0
0,65059,65,hindu,sheet,3,0,0,GOVERNMENT,0
0,65060,65,hindu,tile,2,0,1,GOVERNMENT,0
0,65061,65,hindu,tile,2,0,1,OWNED,0
0,65062,65,hindu,tile,1,0,0,OWNED,0
0,65063,65,hindu,tile,1,1,1,RENTED,1
0,65064,65,hindu,tile,3,2,1,GOVERNMENT,0
0,65065,65,hindu,tile,3,0,0,OWNED,0
0,65066,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65067,65,hindu,other,1,1,1,OWNED,0
0,65068,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65069,65,hindu,sheet,2,0,0,GOVERNMENT,0
0,65070,65,hindu,tile,2,0,0,GOVERNMENT,0
0,65071,65,hindu,tile,3,1,1,OWNED,0
0,65072,65,hindu,tile,2,0,1,OWNED,0
0,65073,65,hindu,tile,2,0,1,OWNED,0
1,65074,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65075,65,hindu,tile,2,1,1,GOVERNMENT,0
0,65076,65,hindu,tile,3,1,1,OWNED,0
0,65077,65,hindu,thatch,1,0,1,GOVERNMENT,0
0,65078,65,hindu,tile,1,0,1,OWNED,0
0,65079,65,hindu,rcc,4,2,1,OWNED,0
0,65080,65,hindu,tile,3,2,1,OWNED,0
0,65081,65,hindu,stone,7,3,1,OWNED,0
0,65082,65,hindu,stone,4,2,1,OWNED,0
0,65083,65,hindu,sheet,2,0,0,OWNED,0
0,65084,65,hindu,tile,2,1,0,OWNED,0
0,65085,65,hindu,tile,2,0,0,OWNED,0
0,65086,65,hindu,tile,2,0,1,OWNED,0
0,65087,65,hindu,tile,3,1,1,OWNED,0
0,65088,65,hindu,thatch,1,0,1,OWNED,0
0,65089,65,hindu,sheet,2,1,1,OWNED,1
0,65090,65,hindu,sheet,4,1,1,OWNED,0
0,65091,65,hindu,sheet,3,0,1,GOVERNMENT,0
0,65092,65,hindu,tile,2,0,1,OWNED,0
0,65093,65,hindu,sheet,2,0,1,GOVERNMENT,0
0,65094,65,hindu,sheet,3,1,1,GOVERNMENT,1
0,65095,65,hindu,tile,1,0,1,OWNED,0
0,65096,65,hindu,tile,2,1,1,OWNED,0
0,65097,65,hindu,thatch,0,0,0,OWNED,0
0,65098,65,hindu,tile,3,1,1,OWNED,0
0,65099,65,hindu,tile,2,1,0,OWNED,0
0,65100,65,hindu,rcc,2,2,1,OWNED,0
0,65101,65,hindu,tile,1,1,1,GOVERNMENT,0
0,65102,65,hindu,tile,1,1,1,GOVERNMENT,0
0,65103,65,hindu,tile,3,1,1,OWNED,0
0,65104,65,hindu,rcc,4,2,1,OWNED,0
0,65105,65,islam,stone,3,1,1,OWNED,0
0,65106,65,hindu,other,3,0,1,OWNED,0
0,65107,65,hindu,tile,1,0,1,OWNED,0
1,65108,65,hindu,sheet,2,1,1,OWNED,0
1,65109,65,hindu,tile,1,1,1,OWNED,1
0,65110,65,hindu,other,3,1,1,OWNED,0
0,65111,65,hindu,tile,1,1,1,OWNED,0
0,65112,65,hindu,tile,3,0,1,RENTED,0
0,65113,65,hindu,tile,1,0,1,OWNED,0
0,65114,65,hindu,tile,2,0,1,OWNED,0
0,65115,65,hindu,tile,5,2,1,OWNED,0
0,65116,65,hindu,sheet,2,1,1,OWNED,0
0,65117,65,hindu,sheet,2,0,0,RENTED,0
0,65118,65,hindu,tile,3,1,1,OWNED,0
0,65119,65,hindu,tile,2,0,1,OWNED,0
0,65120,65,hindu,stone,1,0,1,GOVERNMENT,0
0,65121,65,hindu,sheet,3,1,1,OWNED,0
1,65122,65,hindu,tile,3,1,1,OWNED,0
0,65123,65,hindu,tile,3,1,1,OWNED,0
0,65124,65,hindu,tile,2,1,1,OWNED,0
0,65125,65,hindu,tile,3,1,1,OWNED,1
1,65126,65,hindu,tile,2,0,1,OWNED,1
1,65127,65,hindu,tile,3,2,1,OWNED,0
0,65128,65,hindu,tile,1,2,1,OWNED,1
0,65129,65,hindu,tile,9,4,1,OWNED,0
0,65130,65,hindu,tile,2,1,1,GOVERNMENT,0
0,65131,65,hindu,sheet,4,1,1,GOVERNMENT,0
0,65132,65,hindu,tile,3,2,1,OWNED,1
0,65133,65,hindu,stone,2,1,1,OWNED,1
0,65134,65,islam,sheet,3,2,1,OWNED,0
0,65135,65,hindu,tile,3,1,1,OWNED,0
1,65136,65,hindu,stone,4,1,1,OWNED,0
0,65137,65,hindu,tile,4,1,1,OWNED,0
0,65138,65,hindu,tile,3,1,1,OWNED,0
0,65139,65,hindu,tile,4,1,1,OWNED,0
0,65140,65,hindu,tile,2,0,1,OWNED,0
0,65141,65,hindu,other,1,1,1,OWNED,1
1,65142,65,hindu,tile,4,1,1,OWNED,0
0,65143,65,hindu,tile,3,2,1,OWNED,1
0,65144,65,hindu,tile,2,1,1,OWNED,0
1,65145,65,hindu,tile,2,1,1,OWNED,0
0,65146,65,hindu,rcc,4,2,1,OWNED,0
0,65147,65,hindu,tile,0,0,1,OWNED,0
0,65148,65,hindu,thatch,1,0,0,OWNED,0
0,65149,65,hindu,tile,2,1,0,OWNED,1
0,65150,65,hindu,tile,1,0,1,OWNED,0
0,65151,65,hindu,tile,3,1,1,OWNED,0
0,65152,65,hindu,tile,2,1,1,OWNED,0
0,65153,65,hindu,sheet,2,0,1,OWNED,0
0,65154,65,hindu,tile,1,0,1,OWNED,0
0,65155,65,hindu,thatch,2,1,1,OWNED,0
0,65156,65,hindu,tile,2,0,1,OWNED,0
0,65157,65,hindu,stone,3,1,1,OWNED,0
1,65158,65,hindu,tile,2,2,1,OWNED,0
1,65159,65,hindu,sheet,2,1,1,OWNED,0
0,65160,65,hindu,rcc,2,1,1,OWNED,1
0,65161,65,islam,rcc,4,2,1,OWNED,0
1,65162,65,islam,sheet,2,1,1,OWNED,0
1,65163,65,islam,tile,2,0,1,OWNED,0
1,65164,65,islam,sheet,2,1,1,OWNED,0
1,65165,65,hindu,tile,4,1,1,OWNED,0
0,65166,65,hindu,sheet,3,1,1,OWNED,0
0,65167,65,hindu,tile,3,2,1,OWNED,0
1,65168,65,hindu,sheet,3,2,1,GOVERNMENT,0
0,65169,65,hindu,tile,6,1,1,OWNED,1
0,65170,65,hindu,tile,4,2,1,OWNED,0
0,65171,65,hindu,tile,2,1,1,OWNED,0
0,65172,65,hindu,rcc,6,3,1,OWNED,1
0,65173,65,hindu,tile,1,1,1,OWNED,1
0,65174,65,hindu,tile,3,2,1,OWNED,0
0,65175,65,hindu,sheet,3,2,1,OWNED,0
0,65176,65,hindu,tile,3,1,1,OWNED,0
0,65177,65,hindu,rcc,2,1,1,OWNED,0
0,65178,65,hindu,rcc,2,1,1,OWNED,0
0,65179,65,hindu,tile,1,1,1,OWNED,0
0,65180,65,hindu,tile,3,2,1,OWNED,0
0,65181,65,hindu,tile,3,1,1,OWNED,0
0,65182,65,hindu,tile,2,2,1,OWNED,0
0,65183,65,hindu,tile,3,1,1,SHARE_OWNED,0
0,65184,65,hindu,stone,5,2,1,OWNED,0
0,65185,65,hindu,tile,3,1,1,OWNED,0
0,65186,65,hindu,tile,4,1,1,OWNED,0
0,65187,65,hindu,tile,1,0,1,OWNED,0
0,65188,65,hindu,sheet,5,1,1,OWNED,0
0,65189,65,hindu,sheet,1,1,1,OWNED,0
0,65190,65,hindu,tile,3,1,1,OWNED,0
0,65191,65,hindu,tile,1,1,1,OWNED,0
0,65192,65,hindu,tile,2,1,1,OWNED,0
0,65193,65,hindu,tile,2,0,1,OWNED,1
0,65194,65,hindu,tile,4,1,1,OWNED,0
0,65195,65,hindu,tile,1,0,1,OWNED,0
0,65196,65,hindu,tile,1,1,1,OWNED,0
0,65197,65,hindu,tile,3,0,1,GOVERNMENT,1
1,65198,65,hindu,tile,4,1,1,OWNED,0
0,65199,65,hindu,tile,2,1,1,OWNED,0
0,65200,65,hindu,tile,1,1,1,OWNED,0
0,65201,65,hindu,tile,4,1,1,GOVERNMENT,0
0,65202,65,hindu,rcc,4,2,1,OWNED,0
0,65203,65,hindu,rcc,4,0,1,GOVERNMENT,0
0,65204,65,hindu,rcc,3,1,1,RENTED,1
0,65205,65,islam,rcc,3,1,1,RENTED,0
0,65206,65,hindu,rcc,5,2,1,RENTED,0
0,65207,65,hindu,tile,2,1,1,OWNED,0
0,65208,65,hindu,tile,2,1,1,RENTED,0
0,65209,65,hindu,tile,10,2,1,OWNED,0
1,65210,65,hindu,stone,3,2,1,OWNED,1
0,65211,65,hindu,rcc,4,2,1,OWNED,1
0,65212,65,hindu,stone,3,1,1,RENTED,0
0,65213,65,hindu,sheet,2,1,1,OWNED,0
0,65214,65,hindu,rcc,3,2,1,GOVERNMENT,0
0,65215,65,hindu,tile,3,1,1,OWNED,0
0,65216,65,hindu,tile,4,1,1,OWNED,0
0,65217,65,hindu,tile,2,0,1,OWNED,1
0,65218,65,hindu,sheet,2,0,1,OWNED,1
0,65219,65,hindu,tile,2,1,1,OWNED,0
0,65220,65,hindu,tile,2,1,1,OWNED,0
0,65221,65,hindu,tile,2,1,0,OWNED,0
0,65222,65,hindu,other,2,0,1,OWNED,0
0,65223,65,hindu,tile,2,1,1,RENTED,0
0,65224,65,hindu,sheet,5,1,1,OWNED,1
0,65225,65,hindu,tile,2,0,1,OWNED,0
0,65226,65,hindu,tile,3,1,1,OWNED,0
0,65227,65,hindu,tile,2,0,1,OWNED,1
0,65228,65,hindu,tile,2,1,1,OWNED,0
0,65229,65,hindu,tile,6,1,1,OWNED,1
0,65230,65,hindu,tile,4,0,1,OWNED,0
0,65231,65,hindu,tile,2,2,1,OWNED,0
1,65232,65,hindu,tile,4,2,1,OWNED,0
0,65233,65,hindu,sheet,3,2,1,OWNED,0
0,65234,65,hindu,tile,7,3,1,OWNED,0
1,65235,65,hindu,tile,3,1,1,OWNED,0
0,65236,65,hindu,tile,4,1,1,OWNED,1
0,65237,65,hindu,stone,4,1,1,OWNED,0
0,65238,65,hindu,tile,1,1,1,OWNED,0
0,65239,65,hindu,sheet,3,1,1,OWNED,0
0,65240,65,hindu,tile,2,1,1,OWNED,0
0,65241,65,hindu,tile,4,2,1,OWNED,0
0,65242,65,hindu,tile,3,1,1,OWNED,0
0,65243,65,hindu,tile,4,1,1,OWNED,0
1,65244,65,hindu,tile,5,1,1,OWNED,0
1,65245,65,hindu,tile,3,1,1,OWNED,0
1,65246,65,hindu,tile,2,1,1,OWNED,0
0,65247,65,hindu,tile,3,1,1,OWNED,0
0,65248,65,hindu,tile,2,0,1,OWNED,0
1,65249,65,hindu,tile,2,0,1,OWNED,1
0,65250,65,hindu,tile,3,1,1,OWNED,0
0,65251,65,hindu,sheet,5,2,1,OWNED,0
0,65252,65,hindu,sheet,3,1,1,OWNED,0
0,65253,65,hindu,sheet,2,1,1,OWNED,0
0,65254,65,hindu,tile,2,0,1,OWNED,0
1,65255,65,hindu,sheet,2,0,1,OWNED,0
0,65256,65,hindu,sheet,3,2,1,OWNED,0
0,65257,65,hindu,sheet,2,1,1,OWNED,0
0,65258,65,hindu,sheet,2,1,1,OWNED,0
0,65259,65,hindu,tile,2,1,1,OWNED,0
0,65260,65,hindu,tile,2,0,1,OWNED,0
0,65261,65,hindu,thatch,1,0,1,OWNED,0
0,65262,65,hindu,tile,2,0,1,OWNED,0
0,65263,65,hindu,sheet,3,0,1,OWNED,0
1,65264,65,hindu,tile,3,1,1,OWNED,0
0,65265,65,hindu,tile,3,1,1,OWNED,0
0,65266,65,hindu,tile,5,2,1,OWNED,0
0,65267,65,hindu,thatch,1,1,1,OWNED,0
0,65268,65,hindu,tile,2,1,1,OWNED,0
0,65269,65,hindu,tile,2,0,1,OWNED,0
0,65270,65,hindu,tile,3,1,1,OWNED,0
0,65271,65,hindu,tile,2,1,1,OWNED,1
0,65272,65,hindu,tile,2,1,1,OWNED,0
0,65273,65,hindu,tile,3,1,1,OWNED,0
0,65274,65,hindu,tile,3,2,1,OWNED,0
1,65275,65,hindu,sheet,3,1,1,OWNED,0
0,65276,65,hindu,tile,3,1,1,OWNED,0
0,65277,65,hindu,tile,2,1,1,OWNED,1
0,65278,65,hindu,tile,3,1,1,OWNED,0
0,65279,65,hindu,tile,3,1,1,OWNED,1
0,65280,65,hindu,tile,2,3,1,OWNED,0
0,65281,65,hindu,tile,3,1,1,OWNED,0
0,65282,65,hindu,tile,2,1,1,OWNED,0
1,65283,65,hindu,thatch,1,0,1,LEASED,1
0,65284,65,hindu,tile,2,1,1,OWNED,1
0,65285,65,hindu,sheet,4,0,1,GOVERNMENT,0
1,65286,65,hindu,sheet,4,1,1,OWNED,0
0,65287,65,hindu,tile,4,3,1,OWNED,1
0,65288,65,hindu,tile,3,1,1,OWNED,0
0,65289,65,hindu,sheet,1,1,1,OWNED,0
0,65290,65,hindu,stone,3,1,1,OWNED,0
0,65291,65,hindu,tile,2,1,1,OWNED,0
1,65292,65,hindu,sheet,1,0,0,OWNED,0
0,65293,65,hindu,tile,2,0,1,OWNED,0
1,65294,65,hindu,tile,1,0,1,OWNED,0
1,65295,65,hindu,tile,2,1,1,OWNED,1
1,65296,65,hindu,tile,3,1,1,OWNED,1
0,65297,65,hindu,tile,1,0,1,OWNED,1
1,67001,67,hindu,stone,4,1,0,SHARE_OWNED,0
0,67002,67,hindu,stone,4,2,1,OWNED,0
0,67003,67,hindu,sheet,3,1,1,SHARE_OWNED,0
0,67004,67,hindu,stone,2,3,1,OWNED,0
0,67005,67,hindu,sheet,2,0,1,GOVERNMENT,0
0,67006,67,hindu,sheet,2,0,1,GOVERNMENT,0
0,67007,67,hindu,tile,4,1,1,OWNED,0
0,67008,67,hindu,tile,3,0,1,OWNED,0
0,67009,67,hindu,sheet,2,5,1,OWNED,0
1,67010,67,hindu,sheet,4,1,1,OWNED,0
0,67011,67,hindu,tile,2,0,1,GOVERNMENT,0
0,67012,67,hindu,tile,2,0,1,OWNED,0
0,67013,67,hindu,tile,2,0,1,GOVERNMENT,0
0,67014,67,hindu,sheet,2,0,1,GOVERNMENT,0
0,67015,67,hindu,tile,1,0,0,OWNED,0
0,67016,67,hindu,tile,2,0,1,OWNED,0
0,67017,67,hindu,tile,1,0,1,OWNED,0
0,67018,67,hindu,tile,2,0,1,OWNED,1
0,67019,67,hindu,tile,2,0,1,OWNED,0
0,67020,67,hindu,tile,3,1,1,OWNED,0
1,67021,67,hindu,tile,2,0,1,OWNED,0
0,67022,67,hindu,tile,1,0,1,OWNED,0
0,67023,67,hindu,tile,1,1,1,OWNED,0
0,67024,67,hindu,sheet,4,1,1,OWNED,0
0,67025,67,hindu,rcc,6,2,1,OWNED,0
1,67026,67,hindu,tile,2,0,1,RENTED,0
1,67027,67,hindu,tile,1,0,0,GOVERNMENT,0
1,67028,67,hindu,tile,1,0,1,GOVERNMENT,0
0,67029,67,hindu,tile,1,0,1,OWNED,0
1,67030,67,hindu,tile,2,1,1,OWNED,0
1,67031,67,hindu,tile,6,2,1,OWNED,0
1,67032,67,hindu,sheet,3,1,1,OWNED,0
1,67033,67,hindu,sheet,3,0,1,OWNED,0
1,67034,67,hindu,sheet,1,1,1,OWNED,0
0,67035,67,hindu,tile,1,0,1,OWNED,0
1,67036,67,hindu,tile,2,0,1,OWNED,0
1,67037,67,hindu,tile,1,1,0,OWNED,0
1,67038,67,hindu,sheet,4,2,1,OWNED,0
0,67039,67,hindu,sheet,2,0,0,OWNED,0
1,67040,67,hindu,sheet,1,2,1,OWNED,0
0,67041,67,hindu,thatch,1,0,1,OWNED,0
1,67042,67,hindu,sheet,2,0,1,OWNED,0
1,67043,67,hindu,tile,2,0,1,OWNED,0
1,67044,67,hindu,tile,1,0,1,OWNED,0
1,67045,67,hindu,sheet,3,1,1,OWNED,0
1,67046,67,hindu,stone,1,0,1,RENTED,0
0,67047,67,hindu,stone,3,1,1,OWNED,0
0,67048,67,hindu,tile,1,0,1,OWNED,0
0,67049,67,hindu,tile,1,0,1,OWNED,0
1,67050,67,hindu,sheet,3,1,1,OWNED,0
1,67051,67,hindu,sheet,4,1,1,OWNED,0
0,67052,67,hindu,tile,1,1,1,OWNED,0
1,67053,67,hindu,tile,2,1,1,OWNED,0
1,67054,67,hindu,tile,2,1,1,OWNED,0
0,67055,67,hindu,tile,4,1,1,OWNED,0
1,67056,67,hindu,tile,2,0,1,OWNED,0
1,67057,67,hindu,tile,4,0,1,OWNED,0
1,67058,67,hindu,tile,3,1,1,OWNED,0
1,67059,67,hindu,stone,2,0,1,OWNED,0
0,67060,67,hindu,stone,2,1,1,OWNED,0
0,67061,67,hindu,tile,2,2,1,OWNED,0
0,67062,67,hindu,tile,2,2,1,OWNED,0
0,67063,67,hindu,tile,3,3,1,OWNED,0
0,67064,67,hindu,tile,4,0,1,OWNED,0
1,67065,67,hindu,tile,4,0,1,OWNED,0
0,67066,67,hindu,stone,4,1,1,OWNED,0
1,67067,67,hindu,tile,1,1,1,OWNED,0
0,67068,67,hindu,tile,2,0,1,OWNED,0
1,67069,67,hindu,tile,4,1,1,OWNED,1
0,67070,67,hindu,sheet,3,1,1,OWNED,1
1,67071,67,hindu,tile,2,0,1,OWNED,0
1,67072,67,hindu,tile,3,1,1,OWNED,0
0,67073,67,hindu,rcc,3,1,1,OWNED,0
0,67074,67,hindu,sheet,3,1,1,OWNED,1
0,67075,67,hindu,sheet,4,2,1,OWNED,0
0,67076,67,hindu,sheet,4,1,1,GOVERNMENT,1
1,67077,67,hindu,stone,5,2,1,OWNED,0
0,67078,67,hindu,tile,1,0,1,OWNED,0
1,67079,67,hindu,tile,0,0,1,OWNED,0
0,67080,67,hindu,tile,1,0,1,OWNED,0
0,67081,67,hindu,tile,3,0,1,RENTED,0
0,67082,67,hindu,tile,2,1,1,GOVERNMENT,0
0,67083,67,hindu,tile,2,0,1,OWNED,0
0,67084,67,hindu,tile,1,0,1,OWNED,0
0,67085,67,hindu,tile,3,1,1,OWNED,0
0,67086,67,hindu,tile,3,0,1,OWNED,0
0,67087,67,hindu,tile,2,0,1,OWNED,0
0,67088,67,hindu,rcc,3,1,1,OWNED,0
0,67089,67,hindu,rcc,1,0,1,RENTED,0
0,67090,67,hindu,sheet,3,1,1,OWNED,1
0,67091,67,hindu,sheet,2,0,1,OWNED,0
0,67092,67,hindu,stone,4,2,0,OWNED,0
0,67093,67,hindu,stone,4,2,1,OWNED,0
0,67094,67,hindu,stone,2,1,1,OWNED,0
1,67095,67,hindu,sheet,2,0,1,OWNED,1
1,67096,67,hindu,stone,4,1,1,OWNED,1
0,67097,67,hindu,stone,1,2,1,OWNED,0
1,67098,67,hindu,tile,0,1,1,OWNED,0
0,67099,67,hindu,tile,1,0,1,OWNED,0
1,67100,67,hindu,tile,1,0,1,OWNED,0
1,67101,67,hindu,tile,1,0,1,OWNED,1
0,67102,67,hindu,stone,2,0,1,OWNED,0
0,67103,67,hindu,tile,4,1,1,OWNED,0
1,67104,67,hindu,rcc,3,1,1,OWNED,0
0,67105,67,hindu,rcc,4,1,1,OWNED,0
0,67106,67,hindu,tile,3,0,1,OWNED,0
0,67107,67,hindu,tile,2,0,1,OWNED,0
0,67108,67,hindu,sheet,1,0,1,OWNED,0
0,67109,67,hindu,sheet,2,1,1,OWNED,0
0,67110,67,hindu,sheet,3,0,1,GOVERNMENT,0
0,67111,67,hindu,stone,4,1,1,OWNED,0
0,67112,67,hindu,tile,2,1,1,OWNED,0
0,67113,67,hindu,tile,2,0,1,OWNED,0
0,67114,67,hindu,tile,1,3,1,OWNED,0
1,67115,67,hindu,tile,2,0,1,OWNED,0
0,67116,67,hindu,tile,2,0,1,GOVERNMENT,0
0,67117,67,hindu,sheet,2,0,1,OWNED,0
0,67118,67,hindu,stone,3,1,1,OWNED,0
0,67119,67,hindu,tile,3,0,1,OWNED,0
0,67120,67,hindu,rcc,6,1,1,OWNED,1
0,67121,67,hindu,tile,1,1,1,GOVERNMENT,1
1,67122,67,hindu,tile,2,0,1,OWNED,0
0,67123,67,hindu,tile,1,0,1,OWNED,0
1,67124,67,hindu,sheet,4,1,1,OWNED,0
0,67125,67,hindu,rcc,4,2,1,OWNED,0
0,67126,67,hindu,sheet,1,0,1,OWNED,0
0,67127,67,hindu,tile,2,0,1,OWNED,1
0,67128,67,hindu,stone,2,0,1,OWNED,0
0,67129,67,hindu,stone,1,0,1,OWNED,0
1,67130,67,hindu,sheet,3,1,1,OWNED,1
1,67131,67,hindu,sheet,1,1,1,OWNED,0
0,67132,67,hindu,stone,3,1,1,OWNED,1
0,67133,67,hindu,rcc,4,2,1,OWNED,0
0,67134,67,hindu,rcc,2,1,1,OWNED,0
1,67135,67,hindu,sheet,1,2,1,OWNED,0
1,67136,67,hindu,tile,2,1,1,OWNED,0
1,67137,67,hindu,tile,2,0,1,OWNED,1
0,67138,67,hindu,rcc,3,8,1,OWNED,0
0,67139,67,hindu,stone,3,0,1,OWNED,0
0,67140,67,hindu,sheet,3,1,1,OWNED,0
0,67141,67,hindu,stone,2,0,1,OWNED,0
0,67142,67,hindu,stone,2,0,1,OWNED,0
0,67143,67,hindu,tile,2,0,1,OWNED,0
0,67144,67,hindu,stone,5,2,1,OWNED,0
0,67145,67,hindu,tile,2,0,1,OWNED,0
0,67146,67,hindu,tile,2,0,1,OWNED,0
0,67147,67,hindu,tile,0,3,1,OWNED,1
1,67148,67,hindu,tile,0,3,1,OWNED,0
1,67149,67,hindu,tile,3,2,1,OWNED,0
0,67150,67,hindu,tile,3,1,1,OWNED,1
0,67151,67,hindu,rcc,2,0,1,OWNED,0
0,67152,67,hindu,tile,3,3,1,OWNED,0
0,67153,67,hindu,tile,1,0,1,OWNED,0
0,67154,67,hindu,stone,3,1,1,OWNED,0
0,67155,67,hindu,tile,3,2,1,OWNED,0
0,67156,67,hindu,rcc,6,3,1,OWNED,0
1,67157,67,hindu,tile,2,0,1,OWNED,0
0,67158,67,hindu,tile,1,0,1,OWNED,0
1,67159,67,hindu,stone,1,0,1,OWNED,1
0,67160,67,hindu,rcc,2,6,1,OWNED,1
0,67161,67,hindu,rcc,4,2,1,OWNED,1
0,67162,67,hindu,rcc,8,2,1,OWNED,0
0,67163,67,hindu,tile,1,2,1,OWNED,1
0,67164,67,hindu,sheet,1,1,1,OWNED,0
0,67165,67,hindu,stone,3,0,1,OWNED,0
0,67166,67,hindu,tile,3,0,1,OWNED,0
0,67167,67,hindu,rcc,6,4,1,OWNED,0
0,67168,67,hindu,rcc,1,0,1,OWNED,0
0,67169,67,hindu,rcc,3,6,1,OWNED,0
0,67170,67,hindu,sheet,4,0,1,OWNED,0
1,67171,67,hindu,stone,4,2,1,OWNED,0
1,67172,67,hindu,sheet,4,1,1,OWNED,0
0,67173,67,hindu,sheet,2,0,0,OWNED,0
0,67174,67,hindu,sheet,3,0,1,OWNED,0
0,67175,67,hindu,rcc,1,0,1,OWNED,0
0,67176,67,hindu,rcc,2,0,1,OWNED,0
0,67177,67,hindu,rcc,3,1,1,OWNED,0
0,67178,67,hindu,stone,3,1,1,OWNED,0
0,67179,67,hindu,rcc,1,1,1,OWNED,0
0,67180,67,hindu,rcc,8,4,1,OWNED,0
0,67181,67,hindu,rcc,5,2,1,OWNED,0
0,67182,67,hindu,stone,3,1,1,OWNED,0
0,67183,67,hindu,rcc,2,1,1,OWNED,0
0,67184,67,hindu,rcc,4,2,1,OWNED,0
0,67185,67,hindu,rcc,2,6,1,OWNED,1
0,67186,67,hindu,sheet,2,1,1,OWNED,0
0,67187,67,hindu,stone,2,1,1,OWNED,0
0,67188,67,hindu,rcc,6,2,1,OWNED,1
0,67189,67,hindu,stone,2,0,1,OWNED,0
0,67190,67,hindu,tile,4,2,1,OWNED,0
