"","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult"
"pohqse12l",4,1,1,2,2,0,0,2,0,0,1,1,0,0,2,1,1,1,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0
"vljcrs37m",3,0,16,1,1,1,1,24,3,1,0,1,8,0,0,0,3,1,1,0,11,0,3,2,0,0,4,0,2,1,1,1,1,0,0,0
"29kacb31z",2,2,0,1,1,0,2,1,0,0,0,1,4,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0
"61n5lc7t8",4,0,3,0,0,4,0,1,0,1,0,1,0,1,0,2,2,0,1,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0
"zv4k6x93g",6,1,3,2,1,0,1,0,3,1,0,0,1,1,1,4,0,0,1,0,0,1,2,0,0,0,1,1,0,0,1,2,0,0,0,0
"tmohp1ynq",0,0,2,3,1,0,1,0,0,0,0,1,0,1,1,3,1,1,13,0,0,0,1,1,1,0,0,4,1,0,1,0,7,0,0,0
"2mo591jtn",10,4,2,9,3,3,5,5,2,3,2,1,6,0,2,0,2,1,9,0,0,3,0,1,2,1,0,4,3,0,1,2,4,2,0,0
"7p5rscbh3",3,3,1,2,0,6,3,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,1,1,2,0,0,0,0,0
"unv6qsf7t",2,3,2,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0
"1fec6jkrw",7,0,0,2,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5239bnus4",2,2,0,0,0,1,3,7,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,4,1,3,1,0,3,1,0,1,0,0,0
"krqt9hn78",5,2,2,2,1,0,8,0,12,4,2,1,0,1,1,14,0,0,4,2,0,0,3,1,1,0,9,1,4,1,1,10,0,0,0,0
"c41jy9bgq",6,2,1,4,2,3,0,1,1,1,1,2,1,2,0,0,4,2,8,0,0,1,0,0,1,1,0,5,0,2,0,0,5,1,0,0
"vmcgsyntd",10,3,7,6,0,0,1,7,0,2,0,1,4,0,1,2,1,0,0,0,4,1,0,2,0,0,1,0,0,0,2,1,1,2,0,0
"pnrq5c7ud",4,2,1,2,0,0,4,4,2,1,0,3,3,1,0,2,0,0,3,0,1,0,2,1,0,0,2,0,0,0,3,0,1,0,0,0
"2crlsaxg3",9,3,0,2,2,0,1,1,2,0,1,0,0,0,1,1,1,1,3,0,0,0,0,2,0,1,4,0,1,1,2,1,1,0,0,0
"tvys1jdz6",3,1,2,3,0,1,0,3,4,0,0,0,2,0,0,6,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,3,0,1,0,0
"6aljz239r",0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pny3akwh5",2,3,1,0,0,0,0,1,1,1,0,0,1,1,1,6,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,7,0,0,0,0
"cwfza8iuh",8,1,0,2,0,0,2,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"dgpvy5oe7",4,1,0,2,0,2,0,1,0,0,0,0,0,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sthml9yp2",2,0,2,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,4,0,1,1,0,2,0,0,0,0
"eqaxcot18",2,1,2,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"bjt725y3w",7,1,1,1,0,0,5,0,3,3,1,1,0,0,2,3,1,1,0,0,1,0,0,1,2,1,4,0,1,0,3,0,1,1,0,0
"8glmuqd53",3,2,1,3,2,2,0,0,2,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"puse1yh4t",3,0,0,2,0,1,0,0,1,2,1,0,0,2,2,5,3,1,1,0,0,0,3,1,0,0,1,0,0,0,0,7,0,0,0,0
"1ycu9sjmk",6,1,1,3,2,1,1,0,1,0,0,1,0,0,3,1,1,0,0,1,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
"qhkay6nd2",5,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"i2qjmtdkb",2,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"fz8w6il31",5,1,4,2,3,6,1,10,2,0,1,2,4,1,2,0,1,1,4,0,2,0,2,2,1,6,2,2,0,0,1,1,2,1,0,0
"nfkqezvtj",3,0,0,0,0,0,1,3,3,0,2,0,5,0,0,1,0,0,1,2,0,0,1,1,0,0,2,2,4,2,0,1,1,0,0,0
"f2vech673",3,0,13,0,1,1,1,10,2,1,0,0,1,0,1,0,3,2,1,0,4,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0
"qu3veg157",3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2s8ofe3pm",1,2,2,1,0,1,0,1,0,0,1,0,0,2,0,6,1,1,0,0,0,0,0,0,0,5,1,1,1,0,0,1,1,1,0,0
"a28p71eg5",2,2,2,1,2,7,1,4,0,1,2,2,4,1,1,0,3,0,1,1,0,0,2,0,3,0,4,0,0,1,0,0,1,0,0,0
"qxwasc6up",0,0,0,0,0,3,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
"vwrmqs5tg",1,1,2,1,2,10,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,2,0,0,0
"yis5ck3rv",11,0,3,4,1,0,3,1,2,3,2,0,1,0,1,1,1,1,0,0,1,3,1,1,1,1,1,4,2,10,2,0,4,1,0,3
"2tkdlx3oa",0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"gfdzsqj5k",10,2,2,2,0,2,1,2,0,1,1,1,0,1,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"4z2g9xk71",2,2,2,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"dq3upc4tj",5,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"t3fhr6sqo",5,0,0,0,0,2,4,3,3,1,1,0,4,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0
"9htucxk2f",10,3,0,8,0,3,0,2,2,2,2,3,2,0,5,6,8,0,4,1,0,0,3,0,3,0,1,0,0,1,0,3,1,0,0,0
"z8lspnm6b",1,2,2,2,4,2,2,0,1,2,2,0,0,1,1,11,0,1,3,1,0,1,2,0,0,1,0,0,0,1,0,5,0,0,0,0
"8rvh7e5ct",9,0,2,6,2,13,2,0,1,0,2,0,1,1,5,12,1,0,5,2,0,1,0,2,1,17,0,0,0,0,2,5,1,4,0,0
"htrbuvq5c",2,0,21,3,1,1,1,16,2,0,2,0,3,0,0,1,2,1,1,1,4,0,0,1,1,0,1,0,1,1,1,0,2,2,0,0
"oru5dmqc8",5,4,11,7,0,4,1,22,1,1,0,0,5,0,0,1,0,0,0,0,9,2,1,2,1,5,2,1,0,4,2,1,0,1,0,0
"xt8cuzonp",2,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657mgpa98",5,2,0,1,2,0,5,0,3,1,2,1,0,0,1,7,1,1,0,1,0,0,0,1,0,0,6,1,1,0,0,3,0,1,0,0
"ga2ldquor",3,2,1,5,1,2,2,2,2,2,0,2,4,0,0,0,4,0,11,0,0,1,0,2,2,1,1,9,1,0,2,0,14,2,0,0
"xc2mubej6",3,2,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,5,0,0,2,0,0,0
"4swfgjkqp",1,1,3,3,0,0,0,0,5,3,0,2,0,9,0,0,11,2,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0
"ja95e1idq",2,0,2,1,0,0,2,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"gny7dtqok",7,0,1,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0
"nhrbgfjkp",5,1,1,2,1,0,4,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,1,1,0,1,0,11
"vzwno8yma",1,2,0,0,1,1,0,0,0,0,1,0,3,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"jo8utwr9n",2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"8re1oqlmu",7,0,12,2,0,0,3,7,3,4,0,0,3,0,1,2,0,1,1,1,1,0,2,1,3,0,1,1,0,0,4,0,1,0,0,0
"zef9kydxn",3,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"86iudnaj2",5,1,0,5,0,4,1,2,1,0,1,0,0,7,4,0,13,4,1,2,0,2,0,0,0,1,1,1,1,2,1,0,0,0,0,0
"fjbakyudq",10,1,2,1,2,0,0,1,3,0,1,0,0,3,1,1,7,2,1,0,0,0,0,2,0,1,2,1,0,9,2,0,4,1,0,0
"pmhr68zd7",7,0,2,2,3,1,0,0,1,1,0,0,1,1,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,7,0,1,1,1,0,0
"oslwxp7ce",4,0,1,2,0,0,1,2,0,1,0,0,3,0,2,0,1,1,3,0,0,0,0,0,1,1,0,2,0,0,2,1,5,1,0,0
"klcxm2ig8",6,4,4,5,1,0,7,1,2,1,2,1,0,4,1,10,0,1,4,0,0,0,8,1,0,1,7,1,5,16,3,4,1,0,0,0
"9goc2dzru",12,0,1,6,0,0,1,0,1,0,1,0,0,2,6,1,1,2,9,0,1,0,1,2,2,1,0,4,1,2,0,1,4,0,0,0
"6eda4hkqi",3,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0
"erdpoqj76",1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ndozfs216",3,1,1,2,0,4,2,5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0
"cos9napv6",3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"iwy248gh5",2,2,0,6,2,0,0,6,0,1,1,0,2,0,5,1,2,0,3,0,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0
"ih8bkcnv9",3,0,1,2,0,1,1,0,1,0,1,1,2,4,0,2,1,0,7,0,0,0,2,0,1,2,0,2,0,2,0,1,2,0,0,0
"bpr5ezqlw",4,1,0,2,0,0,0,0,0,2,0,0,1,1,0,8,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"u74lo1c2m",8,0,0,2,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"pk5fx6198",9,3,1,4,0,0,0,2,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"8r35zmcw1",12,1,0,7,0,0,1,1,1,0,1,0,1,1,8,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,4,1,1,0,0,0
"wend263lq",5,2,3,5,0,0,2,6,1,1,0,0,1,0,3,0,1,2,4,0,3,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0
"k521eurda",0,2,1,1,0,1,2,0,2,4,0,0,0,3,0,0,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"f8a7e356u",3,1,0,2,1,1,2,0,5,1,0,0,0,0,0,1,3,0,0,0,0,2,0,2,0,3,4,2,6,1,3,1,1,1,0,0
"6qrpsy2ta",2,1,1,0,2,2,0,2,4,0,0,1,1,0,1,18,1,1,6,2,0,0,5,0,0,0,1,0,0,0,0,9,1,0,0,0
"iorany5x7",2,1,1,0,0,1,0,5,1,1,2,0,0,1,0,11,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,8,2,1,0,0
"5m3fkvpe1",4,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"tdrz38y7i",7,2,1,5,0,0,1,1,1,0,0,1,0,0,2,11,1,0,2,2,1,0,1,0,1,0,1,1,1,0,1,5,0,1,0,0
"l3naimovh",4,1,0,7,1,0,0,0,5,0,1,0,0,1,4,8,0,2,0,2,0,2,2,0,1,0,1,0,0,0,0,6,0,1,0,0
"c5digxqp7",3,0,0,0,0,0,5,4,2,1,1,1,2,2,2,9,0,0,5,1,0,0,3,0,0,1,0,1,2,1,0,2,0,0,0,0
"dehb4n6au",3,1,1,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79rsoekdv",2,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"4f3p6ejio",3,1,1,2,0,1,0,1,1,1,1,1,0,11,1,1,12,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"uq4bvt7od",6,0,1,5,0,0,2,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,1,1,0,0,0
"oct1xbuh7",7,3,0,2,1,2,4,1,6,2,2,0,1,11,3,0,8,2,1,0,2,0,0,1,0,0,9,1,3,0,3,2,3,1,0,0
"snvder69w",2,2,1,6,0,0,1,0,1,0,1,0,1,2,1,1,5,0,4,0,1,1,0,1,0,1,1,2,2,0,0,3,2,1,0,0
"q56hon2bg",2,2,2,3,1,1,10,7,14,1,1,0,8,1,5,0,2,0,1,2,1,0,0,1,8,2,8,0,5,1,1,2,1,0,0,7
"scwfhju8b",1,0,8,2,1,1,2,8,2,0,1,0,2,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
"j3e4mgtzx",0,3,3,1,2,4,0,0,1,0,1,10,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1mdizasjo",3,5,1,1,2,2,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0
"qxr1eifpj",7,1,1,2,0,3,2,0,1,3,0,1,0,2,1,6,0,0,9,2,0,0,2,1,1,2,0,1,1,1,2,5,1,1,0,0
"fkivatwsp",3,1,0,3,0,1,3,0,3,0,1,3,0,1,2,0,8,0,0,1,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0
"xwzir526u",3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0
"5v7nxlofs",5,3,2,3,0,1,2,1,2,0,2,0,1,0,4,0,0,0,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0
"7ftqsnczx",2,0,1,1,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2uji4s9dv",3,0,1,0,3,1,0,0,1,1,0,0,1,1,0,8,1,0,1,0,1,1,3,0,1,0,1,0,0,2,1,2,1,0,0,0
"fun6pc1vz",4,0,0,2,2,0,5,1,2,1,0,1,1,0,1,6,0,0,6,1,2,0,0,2,1,1,3,1,1,0,2,11,0,0,0,0
"wbne6tuh3",1,1,0,0,2,4,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"94exc5ytv",3,1,3,1,1,0,3,3,1,0,1,4,4,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"qirj42clg",12,2,3,2,2,1,5,0,0,2,1,0,1,0,5,0,3,0,0,0,1,2,0,1,3,0,2,1,5,0,2,2,2,0,0,0
"t8sfdcu6v",1,2,2,0,1,0,2,2,1,0,0,1,2,0,2,11,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"bemc1zu25",4,1,1,0,1,3,0,4,1,1,0,0,3,0,0,1,1,0,1,1,0,1,0,0,2,1,1,0,0,3,2,1,2,1,0,0
"9uxptv1fg",3,3,3,0,1,0,1,3,1,0,0,1,1,10,0,1,10,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0
"rhdv5moge",3,0,1,2,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"j14w6cb9f",14,2,0,9,1,0,0,0,0,2,0,1,0,0,6,1,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"v58ahpexr",9,3,2,15,1,1,4,2,13,5,3,1,1,1,6,4,5,3,13,0,2,3,2,0,3,3,10,6,8,0,0,1,4,0,0,0
"caker3i5x",5,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,9
"kcq9ut1ry",9,1,1,7,2,0,2,7,1,0,0,0,1,8,4,0,4,0,0,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,9
"5smtf63pj",4,5,0,2,1,2,1,1,0,2,2,1,1,16,0,1,10,1,1,0,1,1,2,1,1,2,3,0,1,0,1,1,0,0,0,0
"xg459j61a",6,1,0,3,1,2,2,7,1,3,2,0,6,1,1,5,1,1,2,1,2,0,2,0,6,1,0,0,0,1,1,3,0,0,0,0
"ldt3siw7k",2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"zron45wa6",2,1,2,0,0,0,1,3,0,0,0,0,1,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"qgdyitz57",1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,0,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
"hd2sw7quc",5,4,0,2,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,3
"2s71k8omb",1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"o1ipqkx3u",2,0,1,0,1,3,8,0,12,4,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,9,3,13,0,0,1,1,1,0,0
"5fnwvjo76",2,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"iunwqs1hj",2,1,0,0,1,0,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,3,0,0,0,0,5
"aordxmc1z",9,2,1,2,0,1,2,1,0,0,0,0,1,6,1,0,4,2,0,0,0,0,0,0,1,2,0,3,3,0,1,0,0,0,0,0
"owptekb7l",2,0,11,1,0,0,1,13,2,1,2,0,5,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"phg972uvs",7,1,0,4,2,0,0,0,0,0,1,1,1,1,2,4,1,1,2,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0
"hv3ylkxar",3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,6,1,0,2,0,0,0
"y7amf3bpd",4,1,2,3,1,4,0,0,3,0,0,1,1,2,3,6,2,0,3,1,0,1,2,1,0,7,1,2,0,5,0,5,1,0,0,0
"5mnyxduk6",3,2,2,5,2,1,1,1,3,1,0,0,1,1,0,1,0,0,8,1,0,1,1,0,1,1,2,2,2,1,2,1,7,2,0,3
"p245ncx3v",2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ruxhwyfoz",2,3,1,0,2,3,0,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43bwhupli",3,0,0,4,1,2,1,0,1,0,0,0,0,1,0,1,0,1,7,1,0,0,0,0,0,1,1,3,0,1,1,1,1,1,0,0
"zfi7nupw6",1,2,3,2,2,0,1,2,3,2,1,0,3,0,1,4,2,0,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,10
"l74jrnouh",1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,7,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"k3zdr68n9",3,0,1,3,1,0,0,1,1,1,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
"l2v37a6dm",3,0,0,0,1,0,4,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0
"yul4ejpxd",7,1,1,5,0,0,1,1,1,0,0,0,0,0,3,3,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0
"dse4ngv79",1,1,0,7,0,0,0,0,2,0,1,3,0,1,3,0,2,0,14,1,0,0,0,0,0,0,2,6,1,1,1,1,6,1,0,0
"ycuqwmjah",0,2,0,1,2,0,1,1,0,0,0,1,0,10,0,0,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"cegv3s19f",4,1,2,3,0,0,0,1,0,2,0,1,0,2,9,0,7,3,11,0,0,0,0,0,0,1,1,1,0,0,1,2,3,0,0,0
"3x8zc4gtq",1,2,3,0,1,0,1,0,0,1,3,0,1,0,1,2,1,0,0,0,0,1,1,0,0,5,0,2,0,2,0,1,0,0,0,0
"6nr9bk32o",12,0,3,4,2,4,2,1,1,2,1,0,1,1,5,6,1,1,4,2,0,1,0,1,1,0,0,2,0,0,1,1,6,1,0,0
"bnf2oi1rt",1,4,2,2,0,1,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,2,0,0,0,0,4
"ramzse7ny",8,2,0,8,2,0,0,0,0,0,0,1,1,0,2,9,2,0,1,1,2,1,0,4,1,1,0,0,0,2,1,2,0,0,0,0
"li6v573ns",2,2,3,2,1,1,2,2,3,1,1,1,0,0,3,16,0,0,7,2,1,0,1,1,0,0,0,0,4,2,1,3,1,0,0,0
"3flvkmb54",4,1,1,4,1,0,1,2,2,0,2,1,5,1,0,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,3,1,0,0,0
"g3zjq8ret",5,2,0,0,0,1,0,3,1,1,0,1,8,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,0,0
"9gkqdsij8",2,1,1,2,0,0,0,2,1,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0
"65h1mso4e",8,1,1,1,3,2,0,0,4,1,1,0,0,0,3,7,0,0,1,0,0,1,3,0,1,1,1,0,0,1,1,8,0,1,0,0
"evgirk4u3",3,2,2,0,1,0,3,2,2,1,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,7,0,0,0,0
"grj78vans",6,2,0,6,2,1,0,0,2,2,0,4,0,0,2,12,7,1,8,2,0,0,1,2,0,3,0,2,0,1,0,1,1,2,0,0
"im8t32ouq",1,1,1,1,2,0,0,2,2,0,1,0,2,2,0,2,0,0,3,0,0,1,1,0,0,0,0,1,1,0,1,6,0,0,0,0
"27msyined",4,1,1,3,2,1,6,0,5,3,2,3,1,0,0,13,2,0,3,0,0,1,2,3,1,0,11,3,7,0,4,7,2,0,0,0
"hwaorktpe",2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,2,0,3,0,0,0,1,1,0,0
"hyekzvsqc",2,2,1,1,0,1,14,0,8,5,1,0,0,2,0,1,0,0,3,0,1,1,3,0,1,0,12,3,5,0,5,1,1,0,0,0
"aiveu4bsr",2,0,1,3,1,0,1,1,0,0,0,0,2,0,0,10,0,1,12,0,1,0,1,0,0,0,0,2,0,1,0,4,6,0,0,0
"qljpgsi1e",9,4,2,4,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,3,2,0,0,1,2,1,6
"tu17jzdw4",13,2,1,7,0,5,4,2,1,1,2,2,0,2,4,0,2,0,0,1,0,0,0,0,1,1,4,1,3,0,3,2,0,0,0,0
"wx7ny8qha",6,3,1,4,0,10,3,1,4,1,0,0,3,0,4,0,0,0,0,1,0,0,0,1,0,6,0,1,0,2,2,0,1,2,0,7
"o9rm2dx68",3,1,7,0,0,0,1,6,3,1,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7hrwcbtl8",2,2,4,2,2,0,2,0,1,0,1,0,3,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"wzs9ojp1t",2,1,0,2,0,1,1,6,0,1,1,0,6,3,1,0,0,0,0,1,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
"8pshtkrou",3,0,0,3,2,3,6,0,5,4,1,3,1,0,3,0,1,0,14,1,0,0,1,0,2,1,4,1,4,0,1,2,9,0,0,0
"tsgmvkn87",3,0,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"3ogb5tiys",2,1,0,2,0,1,4,0,0,1,1,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lzxckur9n",2,2,0,2,0,0,3,1,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,3,0,5,0,0,1,0,1,0,0
"gslvyjnow",8,0,1,7,1,3,1,1,1,0,2,3,0,8,6,1,16,6,1,1,2,0,0,0,2,1,0,0,1,0,1,2,1,0,0,0
"mx3cdpyvk",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
"h6vm7fqze",1,2,1,1,2,0,0,1,3,1,0,0,4,0,3,11,0,0,4,1,0,1,3,0,2,2,0,0,2,0,1,7,1,1,0,0
