"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal"
110477,"Juris Silovs","M",25,177,80,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
110486,"Alex Sandro da Silva","M",23,192,80,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Football","Football Men's Football","Bronze"
110507,"Emanuel Eduardo Pimenta Vieira da Silva","M",26,186,87,"Portugal","POR","2012 Summer",2012,"Summer","London","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Silver"
110508,"Erlon de Souza Silva","M",25,175,78,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Silver"
110536,"Lus Falco de Mena e Silva","M",34,167,62,"Portugal","POR","1936 Summer",1936,"Summer","Berlin","Equestrianism","Equestrianism Men's Jumping, Team","Bronze"
110536,"Lus Falco de Mena e Silva","M",46,167,62,"Portugal","POR","1948 Summer",1948,"Summer","London","Equestrianism","Equestrianism Men's Dressage, Team","Bronze"
110554,"Rui Manuel Monteiro da Silva","M",27,175,65,"Portugal","POR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 1,500 metres","Bronze"
110558,"Thiago Emiliano da Silva","M",23,183,72,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Football","Football Men's Football","Bronze"
110558,"Thiago Emiliano da Silva","M",27,183,72,"Brazil","BRA","2012 Summer",2012,"Summer","London","Football","Football Men's Football","Silver"
110565,"Yarisley Silva Rodrguez","F",25,161,61,"Cuba","CUB","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Pole Vault","Silver"
110566,"Edvaldo Valrio da Silva Filho","M",22,194,78,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze"
110574,"Lauri Johannes Silvennoinen","M",31,175,65,"Finland","FIN","1948 Winter",1948,"Winter","Sankt Moritz","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver"
110575,"Emily Susan Silver","F",22,180,70,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver"
110584,"L. Jay Silvester","M",34,191,114,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Discus Throw","Silver"
110590,"Silvia Andrea ""Silvinha"" Santos Luz","F",21,173,66,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Basketball","Basketball Women's Basketball","Silver"
110590,"Silvia Andrea ""Silvinha"" Santos Luz","F",25,173,66,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Basketball","Basketball Women's Basketball","Bronze"
110593,"Silvio ""Silvinho"" Paiva","M",25,169,63,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Football","Football Men's Football","Silver"
110603,"Sim Gwon-Ho","M",23,160,54,"South Korea","KOR","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Light-Flyweight, Greco-Roman","Gold"
110603,"Sim Gwon-Ho","M",27,160,54,"South Korea","KOR","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling Men's Bantamweight, Greco-Roman","Gold"
110606,"Sim Jae-Hong","M",20,187,83,"South Korea","KOR","1988 Summer",1988,"Summer","Seoul","Handball","Handball Men's Handball","Silver"
110619,"Irina Alekseyevna Simagina (-Meleshina)","F",22,171,56,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's Long Jump","Silver"
110622,"John O'Connell Siman","M",31,198,91,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Water Polo","Water Polo Men's Water Polo","Silver"
110624,"Anastasiya Dmitriyevna Simanovich","F",21,174,69,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Water Polo","Water Polo Women's Water Polo","Bronze"
110635,"Fyodor Petrovich Simashov","M",26,166,63,"Soviet Union","URS","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","Silver"
110635,"Fyodor Petrovich Simashov","M",26,166,63,"Soviet Union","URS","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold"
110647,"David William ""Dave"" Sime","M",24,189,81,"United States","USA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 100 metres","Silver"
110651,"Miroslav imek","M",33,168,70,"Czechoslovakia-1","TCH","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Canadian Doubles, Slalom","Silver"
110651,"Miroslav imek","M",37,168,70,"Czech Republic-1","CZE","1996 Summer",1996,"Summer","Atlanta","Canoeing","Canoeing Men's Canadian Doubles, Slalom","Silver"
110654,"Dubravko imenc","M",21,201,115,"Yugoslavia","YUG","1988 Summer",1988,"Summer","Seoul","Water Polo","Water Polo Men's Water Polo","Gold"
110654,"Dubravko imenc","M",29,201,115,"Croatia","CRO","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo Men's Water Polo","Silver"
110655,"Zlatko imenc","M",25,186,88,"Yugoslavia","YUG","1964 Summer",1964,"Summer","Tokyo","Water Polo","Water Polo Men's Water Polo","Silver"
110660,"Diego Pablo Simeone","M",26,178,70,"Argentina","ARG","1996 Summer",1996,"Summer","Atlanta","Football","Football Men's Football","Silver"
110662,"Roldano Simeoni","M",27,182,82,"Italy","ITA","1976 Summer",1976,"Summer","Montreal","Water Polo","Water Polo Men's Water Polo","Silver"
110663,"Sara Simeoni (-Azzaro)","F",23,178,60,"Italy","ITA","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's High Jump","Silver"
110663,"Sara Simeoni (-Azzaro)","F",27,178,60,"Italy","ITA","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's High Jump","Gold"
110663,"Sara Simeoni (-Azzaro)","F",31,178,60,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's High Jump","Silver"
110667,"Kaspar Simeonov","M",25,196,103,"Bulgaria","BUL","1980 Summer",1980,"Summer","Moskva","Volleyball","Volleyball Men's Volleyball","Silver"
110669,"Ventzislav Simeonov","M",27,200,105,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Volleyball","Volleyball Men's Volleyball","Silver"
110675,"Branislav Simi","M",29,180,88,"Yugoslavia","YUG","1964 Summer",1964,"Summer","Tokyo","Wrestling","Wrestling Men's Middleweight, Greco-Roman","Gold"
110675,"Branislav Simi","M",33,180,88,"Yugoslavia","YUG","1968 Summer",1968,"Summer","Mexico City","Wrestling","Wrestling Men's Middleweight, Greco-Roman","Bronze"
110680,"Judit Simics-Zsemberi","F",32,177,69,"Hungary","HUN","2000 Summer",2000,"Summer","Sydney","Handball","Handball Women's Handball","Silver"
110685,"Adrian Simion","M",22,194,89,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Handball","Handball Men's Handball","Bronze"
110688,"Dorel Simion","M",23,172,67,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Boxing","Boxing Men's Welterweight","Bronze"
110690,"Marian Simion","M",20,181,75,"Romania","ROU","1996 Summer",1996,"Summer","Atlanta","Boxing","Boxing Men's Welterweight","Bronze"
110690,"Marian Simion","M",24,181,75,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Boxing","Boxing Men's Light-Middleweight","Silver"
110700,"Gheorghe Simionov","M",26,167,71,"Romania","ROU","1976 Summer",1976,"Summer","Montreal","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Silver"
110701,"Toma Simionov","M",24,175,72,"Romania","ROU","1980 Summer",1980,"Summer","Moskva","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Gold"
110701,"Toma Simionov","M",28,175,72,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Canadian Doubles, 500 metres","Silver"
110701,"Toma Simionov","M",28,175,72,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Gold"
110716,"Georgia Simmerling","F",27,172,67,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Women's Team Pursuit","Bronze"
110718,"Kerry Simmonds","F",27,183,82,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Women's Coxed Eights","Gold"
110726,"Coralie Denise Simmons","F",23,172,63,"United States","USA","2000 Summer",2000,"Summer","Sydney","Water Polo","Water Polo Women's Water Polo","Silver"
110729,"Floyd Macon Simmons, Jr.","M",25,183,80,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Decathlon","Bronze"
110729,"Floyd Macon Simmons, Jr.","M",29,183,80,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Decathlon","Bronze"
110748,"Jos Edvar Simes","M",21,185,80,"Brazil","BRA","1964 Summer",1964,"Summer","Tokyo","Basketball","Basketball Men's Basketball","Bronze"
110757,"Andrs Simn Gmez","M",31,161,64,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
110765,"Diederik Rudolf Simon","M",26,190,90,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Men's Coxed Eights","Gold"
110765,"Diederik Rudolf Simon","M",30,190,90,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Men's Quadruple Sculls","Silver"
110765,"Diederik Rudolf Simon","M",34,190,90,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Men's Coxed Eights","Silver"
110778,"Hugo Simon","M",49,162,65,"Austria","AUT","1992 Summer",1992,"Summer","Barcelona","Equestrianism","Equestrianism Mixed Jumping, Team","Silver"
110785,"Jrgen Simon","M",22,186,85,"Germany","GER","1960 Summer",1960,"Summer","Roma","Cycling","Cycling Men's Tandem Sprint, 2,000 metres","Silver"
110788,"Ladislau imon","M",24,183,114,"Romania","ROU","1976 Summer",1976,"Summer","Montreal","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle","Bronze"
110790,"Lidia Elena imon (Slvueanu-)","F",27,160,43,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's Marathon","Silver"
110796,"Pl Simon","M",16,182,76,"Hungary","HUN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 1,600 metres Medley Relay","Bronze"
110809,"Stefano Simoncelli","M",29,178,80,"Italy","ITA","1976 Summer",1976,"Summer","Montreal","Fencing","Fencing Men's Foil, Team","Silver"
110816,"Simone Gomes Jatob","F",27,172,66,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football","Silver"
110826,"Mauro Simonetti","M",20,182,76,"Italy","ITA","1968 Summer",1968,"Summer","Mexico City","Cycling","Cycling Men's 100 kilometres Team Time Trial","Bronze"
110829,"Noem Simonetto de Portela","F",22,171,62,"Argentina","ARG","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's Long Jump","Silver"
110840,"Marko Simonovi","M",30,203,96,"Serbia","SRB","2016 Summer",2016,"Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball","Silver"
110851,"Alexandra Simons de Ridder","F",36,174,65,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
110868,"Charles ""Charlie"" Simpkins","M",28,186,76,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Triple Jump","Silver"
110871,"Andrew James Simpson","M",31,185,104,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing Men's Two Person Keelboat","Gold"
110871,"Andrew James Simpson","M",35,185,104,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Sailing","Sailing Men's Two Person Keelboat","Silver"
110881,"George Sidney Simpson","M",23,180,75,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 200 metres","Silver"
110882,"Harold Alfred ""Hack"" Simpson","M",21,190,91,"Canada","CAN","1932 Winter",1932,"Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
110884,"Janet Mary Simpson (-Clerc)","F",20,166,65,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
110887,"Juliene Simpson (Brazinski-)","F",23,170,80,"United States","USA","1976 Summer",1976,"Summer","Montreal","Basketball","Basketball Women's Basketball","Silver"
110897,"Sherone Anmarica Simpson","F",19,163,59,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
110897,"Sherone Anmarica Simpson","F",23,163,59,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 100 metres","Silver"
110897,"Sherone Anmarica Simpson","F",27,163,59,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
110900,"William ""Will"" Simpson","M",49,173,77,"United States","USA","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism Mixed Jumping, Team","Gold"
110905,"Kenan imek","M",24,180,100,"Turkey","TUR","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Silver"
110915,"Sin A-Lam","F",25,168,56,"South Korea","KOR","2012 Summer",2012,"Summer","London","Fencing","Fencing Women's epee, Team","Silver"
110933,"Sin Jun-Seop","M",21,183,78,"South Korea","KOR","1984 Summer",1984,"Summer","Los Angeles","Boxing","Boxing Men's Middleweight","Gold"
110952,"Sin Yeong-Seok","M",23,178,75,"South Korea","KOR","1988 Summer",1988,"Summer","Seoul","Handball","Handball Men's Handball","Silver"
110954,"Seth Muenfuh Sincere","M",18,170,77,"Nigeria","NGR","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Men's Football","Bronze"
110961,"Christine Margaret Sinclair","F",29,176,75,"Canada","CAN","2012 Summer",2012,"Summer","London","Football","Football Women's Football","Bronze"
110961,"Christine Margaret Sinclair","F",33,176,75,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Women's Football","Bronze"
110970,"Jaromr indel","M",24,184,83,"Czechoslovakia","TCH","1984 Winter",1984,"Winter","Sarajevo","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
110973,"Harold James ""Harry"" Sinden","M",27,179,81,"Canada","CAN","1960 Winter",1960,"Winter","Squaw Valley","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
110989,"Heike Singer (-Klein)","F",24,181,72,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Canoeing","Canoeing Women's Kayak Fours, 500 metres","Gold"
111000,"Ajitpal Singh Kular","M",21,178,70,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111000,"Ajitpal Singh Kular","M",25,178,70,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111012,"Balbir Singh","M",26,168,65,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111013,"Balbir Singh","M",23,178,73,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111014,"Balbir Singh","M",23,173,70,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111028,"Charanjit Singh","M",29,175,58,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111028,"Charanjit Singh","M",33,175,58,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111032,"Darshan Singh Kular","M",26,170,72,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111037,"Devinder Singh","M",27,175,73,"India","IND","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Men's Hockey","Gold"
111039,"Dharam Singh","M",26,170,65,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111047,"Joginder ""Gindi"" Singh","M",20,171,65,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111047,"Joginder ""Gindi"" Singh","M",24,171,65,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111048,"Inder ""Gogi"" Singh","M",24,173,68,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111052,"Gurbux Singh","M",29,178,65,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111052,"Gurbux Singh","M",33,178,65,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111055,"Gurmail Singh","M",20,170,62,"India","IND","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Men's Hockey","Gold"
111063,"Harbinder Singh Chimni","M",21,174,60,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111063,"Harbinder Singh Chimni","M",25,174,60,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111063,"Harbinder Singh Chimni","M",29,174,60,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111064,"Harcharan Singh","M",22,175,68,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111069,"Harmik Singh","M",21,174,70,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111069,"Harmik Singh","M",25,174,70,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111075,"Jagjit Singh Kular","M",20,170,58,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111075,"Jagjit Singh Kular","M",24,170,58,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111083,"Jaswant Singh","M",29,185,77,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111092,"Kulwant Singh","M",23,172,70,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111112,"Mukhbain Singh","M",27,173,70,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111123,"Prithipal Singh","M",28,175,71,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111123,"Prithipal Singh","M",32,175,71,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111123,"Prithipal Singh","M",36,175,71,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111125,"Rajinder Singh","M",22,175,67,"India","IND","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Men's Hockey","Gold"
111131,"Ravinder Pal Singh","M",19,168,63,"India","IND","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Men's Hockey","Gold"
111156,"Tarsem Singh Kular","M",21,173,66,"India","IND","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","Bronze"
111159,"Udham Singh Kular","M",23,168,58,"India","IND","1952 Summer",1952,"Summer","Helsinki","Hockey","Hockey Men's Hockey","Gold"
111159,"Udham Singh Kular","M",28,168,58,"India","IND","1956 Summer",1956,"Summer","Melbourne","Hockey","Hockey Men's Hockey","Gold"
111159,"Udham Singh Kular","M",32,168,58,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111159,"Udham Singh Kular","M",36,168,58,"India","IND","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Gold"
111160,"Varinder Singh","M",25,160,58,"India","IND","1972 Summer",1972,"Summer","Munich","Hockey","Hockey Men's Hockey","Bronze"
111161,"Vijender Kumar Singh","M",22,182,75,"India","IND","2008 Summer",2008,"Summer","Beijing","Boxing","Boxing Men's Middleweight","Bronze"
111173,"Raghbir Singh Bhola","M",29,183,67,"India","IND","1956 Summer",1956,"Summer","Melbourne","Hockey","Hockey Men's Hockey","Gold"
111173,"Raghbir Singh Bhola","M",33,183,67,"India","IND","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Silver"
111257,"Surinder Singh Sodhi Shokar","M",23,178,83,"India","IND","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Men's Hockey","Gold"
111282,"Karin Irene Singstad (-Vidal)","F",29,173,65,"Norway","NOR","1988 Summer",1988,"Summer","Seoul","Handball","Handball Women's Handball","Silver"
111288,"Nataliya Siniin","F",31,160,58,"Azerbaijan","AZE","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling Women's Featherweight, Freestyle","Bronze"
111300,"Martin Sinkovi","M",22,188,95,"Croatia","CRO","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Quadruple Sculls","Silver"
111300,"Martin Sinkovi","M",26,188,95,"Croatia","CRO","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Men's Double Sculls","Gold"
111301,"Valent Sinkovi","M",23,187,93,"Croatia","CRO","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Quadruple Sculls","Silver"
111301,"Valent Sinkovi","M",28,187,93,"Croatia","CRO","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Men's Double Sculls","Gold"
111306,"Clarinda Maria Sinnige","F",27,179,75,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Women's Hockey","Bronze"
111306,"Clarinda Maria Sinnige","F",31,179,75,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Women's Hockey","Silver"
111350,"Tapio Olavi Sipil","M",25,177,72,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Wrestling","Wrestling Men's Lightweight, Greco-Roman","Silver"
111350,"Tapio Olavi Sipil","M",29,177,72,"Finland","FIN","1988 Summer",1988,"Summer","Seoul","Wrestling","Wrestling Men's Lightweight, Greco-Roman","Bronze"
111352,"Vin Jeremias Sipil","M",26,175,68,"Finland","FIN","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Cross-Country, Team","Gold"
111355,"Matti Kalervo Sippala","M",24,183,84,"Finland","FIN","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's Javelin Throw","Silver"
111370,"Iosif Srbu","M",26,179,79,"Romania","ROU","1952 Summer",1952,"Summer","Helsinki","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres","Gold"
111374,"Cornelia Sirch (Embacher-)","F",21,176,70,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Backstroke","Bronze"
111374,"Cornelia Sirch (Embacher-)","F",21,176,70,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Backstroke","Bronze"
111374,"Cornelia Sirch (Embacher-)","F",21,176,70,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
111375,"Kvin Ren Michel Sireau","M",21,188,90,"France","FRA","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Men's Team Sprint","Silver"
111375,"Kvin Ren Michel Sireau","M",25,188,90,"France","FRA","2012 Summer",2012,"Summer","London","Cycling","Cycling Men's Team Sprint","Silver"
111388,"Nicolae Alexandru Sirieanu","M",28,182,81,"Romania","ROU","2012 Summer",2012,"Summer","London","Fencing","Fencing Men's Sabre, Team","Silver"
111409,"Saija Katariina Sirvi-Tarkki","F",27,172,60,"Finland","FIN","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey Women's Ice Hockey","Bronze"
111415,"Yury Fyodorovich Sisikin","M",23,177,76,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Fencing","Fencing Men's Foil, Individual","Silver"
111415,"Yury Fyodorovich Sisikin","M",23,177,76,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Fencing","Fencing Men's Foil, Team","Gold"
111415,"Yury Fyodorovich Sisikin","M",27,177,76,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's Foil, Team","Gold"
111415,"Yury Fyodorovich Sisikin","M",31,177,76,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Foil, Team","Silver"
111417,"Ramnas ikauskas","M",22,198,95,"Lithuania","LTU","2000 Summer",2000,"Summer","Sydney","Basketball","Basketball Men's Basketball","Bronze"
111421,"Guivi ""Gia"" Sissaouri","M",25,163,60,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Bantamweight, Freestyle","Silver"
111439,"Beta Siti","F",22,174,67,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Handball","Handball Women's Handball","Bronze"
111439,"Beta Siti","F",26,174,67,"Hungary","HUN","2000 Summer",2000,"Summer","Sydney","Handball","Handball Women's Handball","Silver"
111451,"Peter Sitt","M",18,189,76,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
111462,"Hanna Oleksandrivna Siukalo","F",27,175,61,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Handball","Handball Women's Handball","Bronze"
111472,"Sture Sivertsen","M",27,190,83,"Norway","NOR","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","Bronze"
111472,"Sture Sivertsen","M",27,190,83,"Norway","NOR","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver"
111472,"Sture Sivertsen","M",31,190,83,"Norway","NOR","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold"
111473,"Lars Tomas Sivertsson","M",31,195,101,"Sweden","SWE","1996 Summer",1996,"Summer","Atlanta","Handball","Handball Men's Handball","Silver"
111473,"Lars Tomas Sivertsson","M",35,195,101,"Sweden","SWE","2000 Summer",2000,"Summer","Sydney","Handball","Handball Men's Handball","Silver"
111476,"Sergey Aleksandrovich Sivko","M",20,155,51,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Boxing","Boxing Men's Flyweight","Silver"
111477,"Anna Vitalyevna Sivkova","F",22,176,64,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Fencing","Fencing Women's epee, Team","Gold"
111488,"Janet Theresa ""Jane"" Sixsmith (-Beeton)","F",24,161,58,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Hockey","Hockey Women's Hockey","Bronze"
111501,"Maria Johanna Sjberg","F",22,178,66,"Sweden","SWE","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
111505,"Jan Niklas Patrik Sjberg","M",19,200,84,"Sweden","SWE","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's High Jump","Silver"
111505,"Jan Niklas Patrik Sjberg","M",23,200,84,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's High Jump","Bronze"
111505,"Jan Niklas Patrik Sjberg","M",27,200,84,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's High Jump","Silver"
